,Review,Brand,Variety,Style,Country,Stars
773,1807,wai wai,tom yum goong flavour instant noodle,cup,thailand,3.5
774,1806,cintan,mi segera mmm... perisa goreng ala indonesia,pack,malaysia,3.5
775,1805,mama,oriental style instant noodles tandoori flavour,pack,bangladesh,4.0
776,1804,thai chef,oriental style instant noodles shrimp creamy tom yum flavour,pack,hungary,4.75
777,1803,mama,vegetarian instant noodles tom yum flavour,pack,thailand,4.0
778,1802,nissin,cup noodles ramen noodles ramen noodle soup beef flavor (new package) ,cup,usa,3.5
779,1801,baijia,spicy artificial fei chang instant vermicelli (new recipe),pack,china,3.75
780,1800,crystal noodle,soup all natural hot & sour,cup,usa,0.25
781,1799,thai smile,spring onion rice noodle soup bowl,bowl,usa,2.5
782,1798,imee,instant noodles vegetable flavour,pack,netherlands,2.75
783,1797,wai wai,instant rice vermicelli crab flavour,pack,thailand,3.5
784,1796,fujiwara,salty taste chanko noodle,pack,japan,4.75
785,1795,azami,kimchee flavour noodle soup,pack,canada,0.0
786,1794,vit's,shallot chicken instant noodles,pack,malaysia,3.0
787,1793,cintan,mi segera mmm... perisa asam laksa,pack,malaysia,3.5
788,1792,a1,soup spices noodle mee rempahan sup,pack,malaysia,3.5
789,1791,vit's,tom yam instant noodles,pack,malaysia,4.25
790,1790,super,kimchi,cup,malaysia,4.5
791,1789,cintan,mi segera mmm... perisa ayam cendawan,pack,malaysia,3.5
792,1788,super,curry flavour noodles,cup,malaysia,3.0
793,1787,pama,kua teaw segera,pack,malaysia,4.0
794,1786,nissin,chow mein premium savory sauce and restaurant quality noodles sriracha flavor,tray,usa,4.25
795,1785,super,instant noodles black pepper crab mi goreng,cup,malaysia,3.5
796,1784,torishi,hakata tonkotsu ramen,pack,japan,5.0
797,1783,imee,instant noodles creamy tom yum shrimp flavour,pack,netherlands,4.5
798,1782,western family,beef flavour instant noodles,pack,canada,0.0
799,1781,mykuali,penang hokkien prawn soup rice vermicelli (bihun),bowl,malaysia,5.0
800,1780,pulmuone,non-fried noodle blackbean sauce noodle with squid,pack,south korea,4.5
801,1779,chering chang,instant non-fried noodles tomato flavour,pack,taiwan,3.25
802,1778,jml,spicy king spicy chicken,pack,china,5.0
803,1777,jml,supereme bowl noodles with stewed egg spicy flavour,bowl,china,3.5
804,1776,jml,spicy king bowl noodle spicy chicken,bowl,china,5.0
805,1775,jml,spicy king bowl noodle spicy beef,bowl,china,4.25
806,1774,jml,spicy king spicy pork,pack,china,5.0
807,1773,jml,supreme bowl noodles with stewed egg sour beans with pork flavour,bowl,china,4.0
808,1772,jml,spicy king spicy beef,pack,china,5.0
809,1771,jml,supreme bowl noodles with stewed egg braised beef flavour,bowl,china,3.5
810,1770,jml,spicy king bowl noodle spicy pork,bowl,china,4.5
811,1769,mamee,chef lontong flavour,pack,malaysia,5.0
812,1768,new touch,negi miso no ippin ramen,bowl,japan,5.0
813,1767,mama,instant noodles shrimp tom yum flavour,pack,cambodia,4.0
814,1766,paldo,bulnak boeummyun king noodle,bowl,south korea,3.5
815,1765,nissin,cup noodles ramen noodles with shrimp (new package) ,cup,usa,3.5
816,1764,pirkka,nuudeli tom yum katkarapu,pack,finland,3.75
817,1763,ishimaru,tuna flavor ramen,pack,japan,4.5
818,1762,mom's dry noodle,sesame & pepper,pack,taiwan,4.0
819,1761,authentically asian,natural quality foods pad thai noodle bowl,bowl,usa,1.0
820,1760,new touch,homestyle tonjiru,bowl,japan,4.5
821,1759,nissin,cup noodles moo manao flavour,cup,thailand,4.0
822,1758,vit's,duck instant noodles,pack,malaysia,3.5
823,1757,imee,instant noodles beef flavour,pack,netherlands,3.25
824,1756,a-sha dry noodle,veggie noodle carrot noodle with original sauce,pack,taiwan,4.25
825,1755,mama,oriental style instant noodles hot & spicy flavour,pack,bangladesh,4.0
826,1754,paldo,king bowl super spicy pan stirfried noodle,bowl,south korea,5.0
827,1753,thai smile,garlic rice noodle soup bowl,bowl,usa,3.5
828,1752,kuriki,mayo ramen,pack,japan,4.75
829,1751,mom's dry noodle,spicy & sour flavor,pack,taiwan,5.0
830,1750,mi sedaap,instant cup mi kuah rasa soto,cup,indonesia,5.0
831,1749,yum yum,jumbo instant noodles tom yum kung creamy flavour,pack,thailand,5.0
832,1748,azami,chili chicken flavour noodle soup,cup,canada,3.0
833,1747,vit's,curry instant noodles,pack,malaysia,3.5
834,1746,marutai,ramen shoyu taste,bowl,japan,4.25
835,1745,unox,good noodles kerrie,pack,netherlands,3.5
836,1744,a-sha dry noodle,veggie noodle baby grass noodle with toona sauce,pack,taiwan,5.0
837,1743,mama,rangers snack noodles shrimp tom yum flavour,pack,myanmar,4.5
838,1742,aroi,curry me! penang white curry stir-fry noodle,pack,malaysia,4.5
839,1741,myojo,udon japanese style pre-cooked noodles with soup chicken flavor,bowl,usa,2.5
840,1740,master kong,braised beef noodle,pack,china,4.25
841,1739,nissin,raoh tanrei koku shio ramen,bowl,japan,4.5
842,1738,little cook,instant noodles shrimp tom yum flavour,cup,thailand,4.25
843,1737,mi sedaap,instant cup mi goreng,cup,indonesia,3.75
844,1736,mamee,monster snek mi pedas,pack,malaysia,5.0
845,1735,master kong,tomato sauce instant noodle,bowl,china,4.0
846,1734,koka,laksa singapura,pack,singapore,4.25
847,1733,bonasia,instant noodles beef flavour,pack,germany,3.75
848,1732,super,seafood flavour noodles,cup,malaysia,3.25
849,1731,mama,instant noodles creamy shrimp tom yum flavour,pack,cambodia,5.0
850,1730,wu-mu,bbq pork flavor chow mein,pack,taiwan,4.5
851,1729,vedan,zan vegetarian instant noodle series shiitake mushroom flavour,cup,taiwan,2.75
852,1728,yamadai,tenobe somen,bowl,japan,3.25
853,1727,wei lih,jah jan men,bowl,taiwan,5.0
854,1726,vina acecook,oh! ricey pho ga,bowl,vietnam,3.0
855,1725,a-sha dry noodle,veggie noodle black sesame noodle,pack,taiwan,3.25
856,1724,pirkka,nuudeli liha nudlar kott,pack,finland,3.5
857,1723,baixiang noodles,artificial beef instant noodles with soup base,pack,china,3.75
858,1722,carjen,otentiq cheezy curry instant noodles,pack,malaysia,4.5
859,1721,salam mie,mi goreng dengan abon,pack,indonesia,4.25
860,1720,mamee,chef lontong flavour,cup,malaysia,5.0
861,1719,wai wai,grilled pork flavour instant noodles,bowl,thailand,2.5
862,1718,vina acecook,hao hao sate onion flavour,cup,vietnam,2.5
863,1717,lee fah mee,sarawak white laksa instant noodle,pack,sarawak,4.0
864,1716,mama,instant noodles egg protein noodles,pack,myanmar,3.5
865,1715,yum yum,instant noodles minced pork flavor,pack,thailand,3.75
866,1714,master kong,sichuan hot spicy fish,pack,china,3.75
867,1713,carjen,otentiq cheezy mushroom instant noodles,pack,malaysia,5.0
868,1712,sakurai foods,organic miso ramen,pack,japan,4.5
869,1711,hao way,vegetarian penang laksa,pack,malaysia,4.0
870,1710,chering chang,instant non-fried noodles vegetable curry flavor,pack,taiwan,5.0
871,1709,asia gold,instant noodles with shrimp flavouring,pack,hungary,4.0
872,1708,the kitchen food,sibu instant kampua original,pack,sarawak,4.0
873,1707,azami,hot & spicy flavour noodle soup,bowl,canada,3.5
874,1706,maggi,hot cup goreng perencah cili fiesta,cup,malaysia,4.75
875,1705,premiere,gold bihun kari heritage instant rice vermicelli,pack,malaysia,4.5
876,1704,baixiang noodles,sour & spicy flavour,pack,china,3.75
877,1703,7 select/nissin,super tom yum shrimp,cup,thailand,3.5
878,1702,samyang foods,seafood noodle,cup,japan,2.75
879,1701,sakurai foods,organic shoyu ramen,pack,japan,4.25
880,1700,a-sha dry noodle,hakka flat noodle with za jiang sauce,pack,taiwan,4.0
881,1699,vit's,mi goreng pedas chewy & springy,pack,malaysia,3.5
882,1698,maruchan,instant lunch chicken tortilla flavor ramen noodles with vegetables,cup,usa,4.0
883,1697,the kitchen food,instant kampua dark soy sauce,pack,sarawak,5.0
884,1696,mama,cup yentafo tom yum mohfai,cup,thailand,5.0
885,1695,mama,cup shrimp creamy tom yum,cup,thailand,5.0
886,1694,mama,instant rice vermicelli bihun goreng original flavour,pack,thailand,4.75
887,1693,mama,instant noodles coconut milk flavour,cup,myanmar,5.0
888,1692,mama,oriental style instant noodles chicken flavour,pack,bangladesh,3.25
889,1691,mama,instant cup noodles minced prok flavor,cup,thailand,3.5
890,1690,wugudaochang,sour bamboo shoot & beef if hot pot flavor noodles,bowl,china,4.0
891,1689,wugudaochang,tomato beef brisket flavor purple potato noodle,pack,china,5.0
892,1688,wugudaochang,sea tangle & sparerins flavor noodles,bowl,china,3.75
893,1687,wugudaochang,chef's grains millet noodle,pack,china,3.75
894,1686,wugudaochang,chef's grains buckwheat noodle,pack,china,3.5
895,1685,wugudaochang,chef's grains pea noodle,pack,china,4.0
896,1684,wugudaochang,sichuan pepper & chicken flavor noodle,bowl,china,4.5
897,1683,wugudaochang,sour soup & minced meat flavor chef's grain naked oat noodles,pack,china,5.0
898,1682,wugudaochang,sour bamboo shoot & beef if hot pot flavor noodles,pack,china,4.0
899,1681,wugudaochang,sea tangle & sparerins flavor noodles,bowl,china,3.75
900,1680,aroi,curry me! penang white curry soup noodle,pack,malaysia,4.5
901,1679,ten-in,veggie world vegetarian braised beef instant noodles,bowl,taiwan,3.5
902,1678,nongshim,shin black spicy po-au-feu flavor (mew edition),pack,usa,5.0
903,1677,paldo,raobokki noodle (export version),pack,south korea,5.0
904,1676,a1,emporer herbs chicken noodle,pack,malaysia,4.25
905,1675,baixiang noodles,sauerkraut flavor,pack,china,4.5
906,1674,emart,dare you! habanero ramen (new edition),cup,south korea,3.5
907,1673,lishan food manufacturing,black cock brand vegetarian chicken noodle,pack,taiwan,3.5
908,1672,azami,chili seafood flavor noodle soup,cup,canada,3.25
909,1671,ah lai,penang favourite white curry rice vermicelli,pack,malaysia,5.0
910,1670,tropicana slim,less fat noodles grilled chicken,pack,indonesia,3.75
911,1669,a-one,mi ly instant noodles mi chay vegetarian flavor,cup,vietnam,1.25
912,1668,mama,cup rice vermicelli with clear soup,cup,thailand,3.5
913,1667,deshome,aloe thin noodles with camelia oil vegetable sauce flavor,pack,taiwan,5.0
914,1666,vifon,curry instant noodle with chicken,cup,vietnam,3.0
915,1665,paldo vina,koreno premium mushroom flavor,pack,vietnam,1.5
916,1664,mamee,oriental noodles prawn flavor,pack,malaysia,2.0
917,1663,vina acecook,king chef authentic kimchi flavour,pack,vietnam,4.0
918,1662,mama,non-fried instant noodles ramen tonkotsu flavor,pack,thailand,5.0
919,1661,chencun,senior food rice noodle fragrant peppery beef,cup,china,3.75
920,1660,sau tao,ho fan wonton soup flavored,pack,hong kong,3.0
921,1659,united,xi gon satay onion flavor,pack,vietnam,2.75
922,1658,choripdong,hurricane rice cake (topokki),bowl,south korea,5.0
923,1657,shan,shoop instant noodles bombay biryani flavour,pack,pakistan,2.75
924,1656,mama,jokcup instant porridge soup seafood flavour,cup,thailand,3.5
925,1655,baijia,artificial pickled vegetable beef flavor,pack,china,3.0
926,1654,myori,malaysia penang white curry noodle super spicy,pack,malaysia,5.0
927,1653,myori,malaysia penang green curry rice vermicelli,pack,malaysia,5.0
928,1652,myori,malaysia penang white curry noodle original,pack,malaysia,5.0
929,1651,ruski,chicken flavour instant noodles,pack,malaysia,3.75
930,1650,ottogi,sesame flavor ramen korean style instant noodle,pack,south korea,4.25
931,1649,master kong,seafood flavour instant cooking noodles,pack,china,4.25
932,1648,wei lih,instant noodles with onion flavour,pack,taiwan,4.25
933,1647,no name,shrimp flavour oriental noodles and soup mix,cup,canada,2.75
934,1646,new way,spaghetti instant noodles,tray,vietnam,4.0
935,1645,lucky me!,supreme jjamppong korean style spicy seafood soup,bowl,philippines,3.75
936,1644,hao way,vegetarian penang laksa instant bowl noodles,bowl,malaysia,2.0
937,1643,emart,dare you! habanero jjajang ramen,cup,south korea,3.5
938,1642,campbell's,hearty noodles savoury beef flavour,cup,canada,0.25
939,1641,one dish asia,japanese ramen noodle,bowl,usa,0.0
940,1640,long jun hang,taiwan dried noodles with onion oil sauce,pack,taiwan,2.0
941,1639,pama,bihun creamy tom yam flavour,cup,malaysia,3.75
942,1638,a-sha dry noodle,veggie noodle tomato noodle with vine ripened tomato sauce,pack,taiwan,5.0
943,1637,thai chef,instant nudelsuppe huhn geschmack,pack,germany,3.0
944,1636,shan,shoop instant noodles masala flavour,pack,pakistan,3.25
945,1635,wai wai,quick zabb tom klong flavour instant noodles,pack,thailand,2.75
946,1634,samyang foods,shoyu noodle,cup,south korea,3.5
947,1633,a-one,mi ly instant noodles mi bo beef flavor,cup,vietnam,3.5
948,1632,cintan,mi segera mmm... perisa kari,pack,malaysia,3.0
949,1631,nissin,donbei tempura soba mini,bowl,japan,4.0
950,1630,nongshim,korean clay pot ramyun,bowl,china,2.5
951,1629,hao way,penang laksa instant bowl noodles,bowl,malaysia,3.5
952,1628,azami,kimchee noodle soup,cup,canada,0.0
953,1627,vedan,wei wei a instant noodles hot beef flavour,bowl,taiwan,2.5
954,1626,nissin,gonbuto kistune udon,bowl,japan,2.75
955,1625,mama,instant rice noodle soup spicy shrimp flavour,bowl,thailand,5.0
956,1624,baixiang noodles,artificial pork flavour,pack,china,3.0
957,1623,mykuali,penang white curry noodle (new improved tatse),pack,malaysia,5.0
958,1622,nongshim,quick2 hot & spicy noodle soup with habanero & lime,pack,usa,4.0
959,1621,myojo,menwhite creamy tonkotsu,bowl,japan,3.0
960,1620,premiere,gold penang asam laksa bihun,pack,malaysia,3.25
961,1619,nissin,chu qian yi ding tom yum instant noodles with soup base,pack,singapore,3.75
962,1618,deshome,aloe this noodles with camellia oil spicy bean sauce flavor,pack,taiwan,2.5
963,1617,mykuali,penang hokkien prawn noodle (new improved taste),pack,malaysia,5.0
964,1616,unif-100,instant noodles artificial spicy beef flavor (new package),pack,china,3.5
965,1615,hankow,shanghai kaiyang noodle,pack,china,4.0
966,1614,the bridge,penang white curry noodle,pack,malaysia,5.0
967,1613,maruchan,kaoru maitake tempura udon,bowl,japan,3.25
968,1612,shan,shoop instant noodles spicy lemon flavour,pack,pakistan,3.25
969,1611,lucky me!,supreme seafood flavor big cup,bowl,philippines,4.0
970,1610,paldo vina,koreno premium ginseng flavor,pack,vietnam,3.0
971,1609,mitoku,brown rice ramen,pack,japan,0.25
972,1608,hao way,penang vegetarian prawn instant noodles,pack,malaysia,4.5
973,1607,myojo,nyumen desse shoyu,bowl,japan,2.75
974,1606,maggi,perencah kari letup mi segera,pack,malaysia,4.0
975,1605,nissin,demae iccho mushroom with vegetables flavour macaroni,pack,hong kong,3.5
976,1604,unzen,mushroom honpo shiitake nutritious noodle,pack,japan,1.0
977,1603,salam mie,mi goreng ala jawa dengan sambal cabe asli,pack,indonesia,5.0
978,1602,vina acecook,mikochi tom yum flavor instant noodles,pack,vietnam,3.5
979,1601,nongshim,jinjja jinjja (new),pack,south korea,5.0
980,1600,chering chang,instant non-fried noodles shallot pork flavour,pack,taiwan,5.0
981,1599,nissin,top ramen super noodles tomato,pack,india,3.5
982,1598,mama,cup rice vermicelli shrimp creamy tom yum,cup,thailand,4.0
983,1597,nissin,original chow mein premium spicy chicken flavor,tray,usa,4.0
984,1596,uncle sun,white curry noodle more spicy,pack,malaysia,3.0
985,1595,jml,emporer instant noodles spicy chicken,pack,china,5.0
986,1594,acecook,jan jan dashi shoyu yakisoba,cup,japan,2.25
987,1593,nongshim,tteokgukmyun,pack,south korea,4.25
988,1592,mom's dry noodle,vegan chilli with sesame sauce,pack,taiwan,5.0
989,1591,mi e-zee,perisa sayuran,pack,malaysia,3.5
990,1590,mi e-zee,perisa kari sayuran,pack,malaysia,3.75
991,1589,e-mi,mi perencah ayam jagung,pack,malaysia,3.75
992,1588,mi e-zee,perisa bayam,pack,malaysia,3.5
994,1586,j.j.,snek mi perisa ayam,pack,malaysia,3.75
995,1585,carjen,nyonya curry laksa,pack,malaysia,5.0
996,1584,e-mi,mi perencah asam pedas,pack,malaysia,3.75
997,1583,j.j.,snek mi perisa bbq,pack,malaysia,4.0
998,1582,mi e-zee,perisa kari / curry flavour,pack,malaysia,4.0
999,1581,united,3 con tom instant noodles thailand sour shrimp flavor,pack,vietnam,2.75
1000,1580,emart,dare you! habanero ramen (new edition),pack,south korea,3.75
1001,1579,curry prince,penang authentic white curry noodle,pack,malaysia,4.0
1002,1578,nissin,gonbuto tempura udon,bowl,japan,4.0
1003,1577,mama,pork flavour whole wheat noodle,pack,thailand,3.75
1004,1576,maggi,authentic indian noodles vegetable atta masala,pack,india,3.75
1005,1575,paldo,jjajangmen chajang noodle king bowl,bowl,south korea,5.0
1006,1574,chering chang,steam vegetarian flavor noodles,pack,taiwan,3.5
1007,1573,hao way,penang white curry instant bowl noodles,bowl,malaysia,4.75
1008,1572,master kong,artificial seafood flavor instant noodle,pack,china,3.75
1009,1571,econsave,choice instant noodles curry flavour,pack,malaysia,3.5
1010,1570,maruchan,"big cup ramen corn, salt & butter flavor",bowl,japan,5.0
1011,1569,maggi,mi goreng perencah kari ori,pack,malaysia,4.0
1012,1568,mama,instant noodles cup beef flavour,cup,thailand,3.5
1013,1567,nissin,emergency cup noodle,cup,japan,4.25
1014,1566,nissin,cup noodles tomato enjoy noodles with hot soup,cup,india,3.25
1015,1565,oyatsu,baby star snack noodle chicken flavour,pack,japan,2.5
1016,1564,a-one,mì ly instant noodles mì thịt xào pork flavor,cup,vietnam,3.0
1017,1563,nongshim,shin ramyun noodle soup (new edition),pack,usa,4.25
1018,1562,koka,purple wheat noodles soy & vinegar flavor,pack,singapore,2.75
1019,1561,uncle sun,white curry noodle,pack,malaysia,4.5
1020,1560,kin-dee,instant rice noodle spicy seafood,tray,thailand,3.75
1021,1559,master kong,spicy beef flavor instant noodle,pack,china,4.0
1022,1558,no name,beef flavour oriental noodles and soup mix,cup,canada,2.0
1023,1557,hao way,penang laksa ,pack,malaysia,3.5
1024,1556,ching's secret,hot garlic instant noodles,pack,india,3.75
1025,1555,ko-lee,instant noodles taste sensation mixed vegetable flavour,pack,uk,3.5
1026,1554,ica,asia fast noodles snabbnudlar räksmak,pack,sweden,3.0
1027,1553,mamee,mi segera perisa itik,pack,malaysia,3.75
1028,1552,bamee,oriental style instant noodles pa-lo duck flavour,pack,thailand,3.5
1029,1551,myojo,men black seafood tonkotsu,bowl,japan,3.5
1030,1550,ibumie,penang white currymee,pack,malaysia,5.0
1031,1549,sapporo ichiban,chow mein japanese style noodles yakisoba,pack,canada,5.0
1032,1548,samyang foods,curry noodle,cup,japan,3.75
1033,1547,vedan,volcano spicy pork noodle,bowl,taiwan,4.25
1034,1546,nissin,demae rice vermicelli beef flavour,pack,hong kong,3.5
1035,1545,nanyang chef,penang asam pedas hot & sour noodle,pack,malaysia,5.0
1036,1544,thai pavilion,pad thai instant rice noodles & sauce,tray,usa,1.5
1037,1543,maggi,2 minute noodles hungrooo masala spicy,pack,india,3.75
1038,1542,koka,noodles beef flavour,cup,singapore,2.5
1039,1541,wu-mu,steam pork flavour,pack,taiwan,3.75
1040,1540,unif-100,instant noodles artificial shallot beef flavour,pack,china,4.25
1041,1539,new touch,kimchi noodle,bowl,japan,3.5
1042,1538,sau tao,oat noodle tomato soup flavored,pack,hong kong,4.5
1043,1537,wai wai,quick zabb chili paste tom yum flavour instant noodles,pack,thailand,3.75
1044,1536,paldo vina,koreno premium shrimp flavor,pack,vietnam,3.25
1045,1535,sau tao,oat noodle pork rib flavored,pack,hong kong,3.5
1046,1534,vit's,seafood instant noodles,pack,malaysia,3.75
1047,1533,miliket,sate flavor instant noodles,pack,vietnam,3.75
1048,1532,lucky me!,special instant noodles jjamppong flavor,pack,philippines,4.5
1049,1531,lucky me!,special instant sopas chicken flavor,pack,philippines,3.75
1050,1530,lucky me!,spicy beef mami instant noodle soup,pack,philippines,4.0
1051,1529,lucky me!,special instant curly spaghetti with yummy red sauce,pack,philippines,4.0
1052,1528,lucky me!,supreme pinoy chicken instant noodles,cup,philippines,3.25
1053,1527,lucky me!,special baked mac style instant macaroni,pack,philippines,4.5
1054,1526,lucky me!,la paz batchoy instant noodle soup,pack,philippines,3.75
1055,1525,pama,instant kua teow tom yam,cup,malaysia,3.75
1056,1524,nissin,chu qian yi ding spicy sesame flavour instant noodles with soup base,pack,singapore,3.5
1057,1523,paldo,jjamppong seafood noodle king bowl,bowl,south korea,5.0
1058,1522,vifon,instant porridge seafood flavour,pack,vietnam,3.25
1059,1521,maruchan,gotsumori sauce yakisoba,tray,japan,5.0
1060,1520,yum yum,oriental style instant noodles wasabi flavour,pack,thailand,3.0
1061,1519,ching's secret,manchurian instant noodles,pack,india,3.5
1062,1518,mamee,chef gold recipe bihun kari seribu rasa,pack,malaysia,4.5
1063,1517,katoz,instant noodles spicy chili,pack,sweden,3.5
1064,1516,men-sunaoshi,miso ramen,pack,japan,3.75
1065,1515,nongshim,neoguri udon seafood & mild,pack,south korea,4.0
1066,1514,maggi,royale penang seafood curry,pack,malaysia,4.5
1067,1513,mama,instant noodles tom yum pork flavour,pack,thailand,4.0
1068,1512,chewy,japanese fried ramen noodles kyoto barbecue sauce flavour,pack,hong kong,1.75
1069,1511,long jun hang,tainan yi mien with sesame oil sauce,pack,taiwan,3.25
1070,1510,knorr,quick serve macaroni wonton broth,pack,hong kong,3.25
1071,1509,nissin,donbei kitsune udon mini,bowl,japan,3.5
1072,1508,mamee,chef gold recipe mi kari seribu rasa,pack,malaysia,5.0
1073,1507,nissin,chu qian yi ding prawn flavour instant noodles with soup base,pack,singapore,3.5
1074,1506,nissin,cup noodles mug noodles spicy vegetable,pack,india,3.75
1075,1505,shan,shoop instant noodles bbq flavour,pack,pakistan,3.25
1076,1504,master kong,stewed beef flavor cooking noodle,pack,china,4.25
1077,1503,nongshim,bowl noodle soup shrimp habanero lime flavor,bowl,usa,3.25
1078,1502,jml,artificial pork flavor noodles,pack,china,4.0
1079,1501,acecook,ohmori chukafu yakisoba,tray,japan,3.25
1080,1500,mykuali,penang red tom yum goong noodle,pack,malaysia,5.0
1081,1499,united,instant noodles xi gon artificial stewed beef flavor,pack,vietnam,3.25
1082,1498,samyang foods,sogokimyun hot flavor noodle soup,pack,south korea,3.5
1083,1497,nissin,easy fideos picante lime shrimp flavor ramen noodle soup,cup,usa,3.5
1084,1496,master kong,mianba pork ribs flavor instant noodles,pack,china,4.5
1085,1495,super,instant noodles mee goreng,cup,malaysia,3.75
1086,1494,indomie,pop mie chicken flavour cup noodles,cup,indonesia,3.5
1087,1493,maruchan,magomi-an kitsune udon (eastern japan flavor),bowl,japan,4.25
1088,1492,wai wai,quick zabb tom yum shrimp flavour instant noodles,pack,thailand,4.0
1089,1491,ottogi,potato ramen,pack,south korea,3.75
1090,1490,nissin,soba chili noodles with japanese yakisoba sauce,cup,germany,3.5
1091,1489,maggi,multigrainz noodles spice remix,pack,india,3.25
1092,1488,mom's dry noodle,sichuan spicy flavor,pack,taiwan,5.0
1093,1487,ica,asia snabbnudlar kycklingsmak,pack,sweden,3.25
1094,1486,mom's dry noodle,onion oil & shrimp flavor,pack,taiwan,5.0
1095,1485,nongshim,spicy tonkotsu noodle soup,pack,usa,5.0
1096,1484,ibumie,mee baa..gus mi goreng spicier original flavour,pack,malaysia,3.75
1097,1483,four seas,hot & spicy instant noodle (mushroom & beef flavour),pack,hong kong,4.0
1098,1482,maruchan,i want to eat ramen' shoyu flavor,pack,japan,4.0
1099,1481,master kong,mushroom stew chicken ramen,pack,china,3.5
1100,1480,paldo,jjol bibim men,pack,south korea,4.0
1101,1479,nissin,cup noodles easy fideos tomato chicken flavor ramen noodle soup,cup,usa,3.5
1102,1478,ruski,tom yam flavour instant noodles,pack,thailand,4.0
1103,1477,mama,instant noodles moo nam tok flavour,pack,thailand,4.0
1104,1476,thai chef,instant nudelsuppe shrimp flavour,pack,germany,3.5
1105,1475,bamee,cup oriental style instant noodles chicken flavour,cup,thailand,3.25
1106,1474,mama,instant noodle shrimp tom yum flavour jumbo pack,pack,thailand,4.0
1107,1473,mama,instant cup noodles shrimp tom yum flavour (extreme),cup,thailand,5.0
1108,1472,ruski,chicken masala flavour instant fried noodles,pack,thailand,3.75
1109,1471,mama,instant noodles shrimp creamy tom yum flavour jumbo pack,pack,thailand,5.0
1110,1470,mama,instant cup noodles spicy cheese flavour,cup,thailand,3.5
1111,1469,bamee,oriental style instant noodles beef flavour,pack,germany,3.25
1112,1468,mama,instant cup noodles seafood pad kee mao flavour,cup,thailand,5.0
1113,1467,ruski,creamy tom yam instant noodles,pack,thailand,4.5
1114,1466,mama,oriental style instant noodles green curry flavour jumbo pack,pack,thailand,5.0
1115,1465,thai chef,"shrimp ""tom yum"" instant nudelsuppe",pack,germany,3.5
1116,1464,nanyang chef,penang white curry noodle with nanyang chilli paste,pack,malaysia,4.75
1117,1463,maruchan,instant lunch california vegetable ramen noodles with vegetables,cup,usa,3.5
1118,1462,wei lih,steam instant noodles korean salt & rib soup flavour,bowl,taiwan,2.25
1119,1461,nissin,cup noodles black pepper crab flavour,cup,singapore,4.0
1120,1460,nissin,premium instant noodles spicy beef flavour,pack,singapore,3.75
1121,1459,nissin,cup noodles tom yam veg flavour,cup,singapore,4.0
1122,1458,nissin,premium instant noodles roasted beef flavour,bowl,singapore,3.75
1123,1457,nissin,chu qian yi ding sesame oil flavour,pack,singapore,3.75
1124,1456,nissin,cup noodles chicken flavour,cup,singapore,3.5
1125,1455,nissin,premium instant noodles xo sauce seafood flavour,pack,singapore,3.75
1126,1454,nissin,cup noodles chilli crab flavour,cup,singapore,4.0
1127,1453,nissin,japanese ramen kyushu black instant noodles with soup base,pack,singapore,5.0
1128,1452,nissin,premium instant noodles spicy beef flavour,bowl,singapore,3.75
1129,1451,nissin,cup noodles tom yam seafood flavour,cup,singapore,4.0
1130,1450,nissin,japanese ramen tokyo shoyu instant noodles with soup base,pack,singapore,5.0
1131,1449,nissin,cup noodles seafood curry flavour,cup,singapore,4.0
1132,1448,nissin,premium instant noodles roasted beef flavour,pack,singapore,4.25
1133,1447,nissin,cup noodles cream of chicken flavour,cup,singapore,4.0
1134,1446,myojo,ippei-chan jumbo night market style yakisoba,tray,japan,4.5
1135,1445,mykuali,penang hokkien prawn noodle,pack,malaysia,5.0
1136,1444,maruchan,instant lunch jalapeno cheddar flavor ramen noodles,cup,usa,3.5
1137,1443,nongshim,harmony korean spicy noodle dish with chipotle,pack,usa,4.25
1138,1442,maggi,2 minute noodles tom yam flavour,pack,singapore,3.5
1139,1441,nissin,souper meal chili picante chicken with lime flavor ramen noodle soup,bowl,usa,3.5
1140,1440,wu-mu,dried noodle with beef flavor sauce,pack,taiwan,3.0
1141,1439,adabi,mi segera mi goreng pedas instant noodles,pack,malaysia,3.5
1142,1438,maruchan,old style miso ramen,pack,japan,3.5
1143,1437,knorr,quick serve macaroni abalone & chicken flavour,pack,hong kong,3.0
1144,1436,chencun,rice noodle beef with brown sauce,cup,china,3.5
1145,1435,maggi,2 minute noodles assam laksa flavour,pack,singapore,4.0
1146,1434,maggi,hot cup perisa kari,cup,malaysia,3.5
1147,1433,maggi,2 minute noodles curry flavour,pack,singapore,3.75
1148,1432,maggi,senses laksa instant noodles,pack,singapore,5.0
1149,1431,maggi,extra spicy curry instant noodles,pack,singapore,5.0
1150,1430,samyang foods,buldak bokkummyeon,bowl,south korea,4.0
1151,1429,nissin,sabor a gallina fideos con instantanea,pack,colombia,3.5
1152,1428,myojo,chukazanmai beijing style salt ramen,pack,japan,3.0
1153,1427,osaka ramen,miso ramen,bowl,usa,3.75
1154,1426,ottogi,cheese bokki,bowl,south korea,4.0
1155,1425,hao way,instant penang white curry noodles,pack,malaysia,4.5
1156,1424,sainsbury's,curry flavour instant noodles,pack,uk,1.5
1157,1423,vina acecook,king chef seafood with kimchi flavour,pack,vietnam,3.0
